DEP;DEPNOMBRE;MUN;MUNNOMBRE;ZONA;PUESTO;PUESNOMBRE;MESA;CORCODIGO;CORNOMBRE;CIR;PAR;PARNOMBRE;CAN;CANNOMBRE;VOTOS
15;CUNDINAMARCA;160;MADRID;01;05;LICEO HACIENDA CASABLANCA;003;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0040
15;CUNDINAMARCA;160;MADRID;01;05;LICEO HACIENDA CASABLANCA;003;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0095
15;CUNDINAMARCA;160;MADRID;01;05;LICEO HACIENDA CASABLANCA;003;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0006
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;014;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0003
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;014;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0010
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;014;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0003
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;014;01;PRESIDENTE;00;0527;COLOMBIA PIENSA EN GRANDE                                                                           ;007;LUIS PÉREZ;0001
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;014;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0171
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;014;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0004
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;014;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0004
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;014;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0087
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;011;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0105
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;011;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0009
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;011;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0002
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;011;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0135
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;011;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0006
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;011;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0004
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;011;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0001
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;009;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0131
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;009;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0005
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;009;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0004
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;009;01;PRESIDENTE;00;0527;COLOMBIA PIENSA EN GRANDE                                                                           ;007;LUIS PÉREZ;0001
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;009;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0110
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;009;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0004
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;009;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0011
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;009;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0001
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;008;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0149
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;008;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0004
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;008;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0005
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;008;01;PRESIDENTE;00;0304;PARTIDO VERDE OXIGENO                                                                               ;008;INGRID BETANCOURT;0001
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;008;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0120
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;008;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0006
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;008;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0013
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;008;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0001
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;006;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0084
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;006;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0007
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;006;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0004
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;006;01;PRESIDENTE;00;0527;COLOMBIA PIENSA EN GRANDE                                                                           ;007;LUIS PÉREZ;0001
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;006;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0157
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;006;01;PRESIDENTE;00;0302;PARTIDO MOVIMIENTO DE SALVACION NACIONAL                                                            ;005;ENRIQUE GÓMEZ MARTÍNEZ;0001
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;006;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0003
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;006;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0005
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;006;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0001
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;005;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0087
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;005;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0008
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;005;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0005
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;005;01;PRESIDENTE;00;0527;COLOMBIA PIENSA EN GRANDE                                                                           ;007;LUIS PÉREZ;0001
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;005;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0134
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;005;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0007
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;005;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0013
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;005;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0001
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;006;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0161
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;006;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0013
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;006;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0010
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;006;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0083
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;006;01;PRESIDENTE;00;0302;PARTIDO MOVIMIENTO DE SALVACION NACIONAL                                                            ;005;ENRIQUE GÓMEZ MARTÍNEZ;0002
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;006;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0008
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;006;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0021
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;006;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0003
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;004;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0153
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;004;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0004
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;004;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0003
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;004;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0056
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;004;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0012
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;004;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0022
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;004;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0004
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;001;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0192
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;001;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0005
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;001;01;PRESIDENTE;00;0304;PARTIDO VERDE OXIGENO                                                                               ;008;INGRID BETANCOURT;0001
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;001;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0060
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;001;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0004
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;001;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0017
15;CUNDINAMARCA;160;MADRID;02;02;COLEGIO TECNOLOGICO DE  MADRID;001;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0001
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;016;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0057
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;016;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0004
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;016;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0002
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;016;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0171
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;016;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0011
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;016;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0004
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;008;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0207
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;008;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0010
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;008;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0016
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;008;01;PRESIDENTE;00;0527;COLOMBIA PIENSA EN GRANDE                                                                           ;007;LUIS PÉREZ;0001
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;008;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0115
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;008;01;PRESIDENTE;00;0302;PARTIDO MOVIMIENTO DE SALVACION NACIONAL                                                            ;005;ENRIQUE GÓMEZ MARTÍNEZ;0001
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;008;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0029
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;008;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0060
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;008;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0015
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;007;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0250
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;007;01;PRESIDENTE;00;0998;VOTOS NO MARCADOS;998;VOTOS NO MARCADOS .;0001
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;007;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0012
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;007;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0016
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;007;01;PRESIDENTE;00;0304;PARTIDO VERDE OXIGENO                                                                               ;008;INGRID BETANCOURT;0003
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;007;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0146
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;007;01;PRESIDENTE;00;0302;PARTIDO MOVIMIENTO DE SALVACION NACIONAL                                                            ;005;ENRIQUE GÓMEZ MARTÍNEZ;0002
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;007;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0031
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;007;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0068
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;007;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0011
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;006;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0244
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;006;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0017
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;006;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0009
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;006;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0163
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;006;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0029
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;006;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0051
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;006;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0006
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;004;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0259
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;004;01;PRESIDENTE;00;0998;VOTOS NO MARCADOS;998;VOTOS NO MARCADOS .;0001
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;004;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0014
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;004;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0015
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;004;01;PRESIDENTE;00;0304;PARTIDO VERDE OXIGENO                                                                               ;008;INGRID BETANCOURT;0002
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;004;01;PRESIDENTE;00;0527;COLOMBIA PIENSA EN GRANDE                                                                           ;007;LUIS PÉREZ;0001
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;004;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0121
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;004;01;PRESIDENTE;00;0302;PARTIDO MOVIMIENTO DE SALVACION NACIONAL                                                            ;005;ENRIQUE GÓMEZ MARTÍNEZ;0002
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;004;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0036
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;004;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0083
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;004;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0017
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;006;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0086
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;006;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0008
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;006;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0004
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;006;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0189
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;006;01;PRESIDENTE;00;0302;PARTIDO MOVIMIENTO DE SALVACION NACIONAL                                                            ;005;ENRIQUE GÓMEZ MARTÍNEZ;0001
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;006;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0016
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;006;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0021
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;006;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0004
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;004;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0115
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;004;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0004
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;004;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0007
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;004;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0164
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;004;01;PRESIDENTE;00;0302;PARTIDO MOVIMIENTO DE SALVACION NACIONAL                                                            ;005;ENRIQUE GÓMEZ MARTÍNEZ;0001
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;004;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0010
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;004;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0026
15;CUNDINAMARCA;160;MADRID;02;07;COLEGIO SANTO TOMAS;004;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0005
